ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
2446,Male,Yes,33,No,Doctor,0.0,Low,4.0,Cat_4,D
5384,Male,No,38,Yes,Artist,1.0,Low,1.0,Cat_3,B
7065,Male,Yes,42,Yes,Executive,0.0,High,2.0,Cat_6,B
1028,Female,No,20,No,Healthcare,7.0,Low,4.0,Cat_6,A
4931,Male,No,23,No,Doctor,1.0,Low,5.0,Cat_6,D
3728,Female,Yes,39,No,Engineer,4.0,Average,2.0,Cat_6,B
1199,Male,Yes,26,No,Artist,0.0,Low,2.0,Cat_6,A
6293,Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
8068,Male,Yes,50,Yes,Entertainment,1.0,Average,3.0,Cat_6,C
6702,Female,Yes,25,Yes,Artist,3.0,High,2.0,Cat_6,D
7988,Male,No,19,No,Healthcare,,Low,,Cat_6,D
7317,Female,Yes,42,Yes,Artist,1.0,Average,2.0,Cat_6,D
10183,Male,No,38,Yes,Artist,9.0,Low,1.0,Cat_6,A
3120,Female,No,51,No,Engineer,8.0,Low,6.0,Cat_4,D
580,Male,No,58,No,Healthcare,4.0,Low,2.0,Cat_6,D
4505,Male,Yes,63,Yes,Entertainment,0.0,Average,3.0,Cat_6,C
9167,Male,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6,B
1868,Male,Yes,37,Yes,Executive,1.0,High,3.0,Cat_6,B
9963,Male,Yes,75,Yes,Lawyer,0.0,High,2.0,Cat_6,B
5845,Male,Yes,65,No,Artist,0.0,Average,2.0,Cat_4,A
5904,Female,No,40,Yes,Healthcare,1.0,Low,1.0,Cat_6,B
4840,Female,,35,Yes,Homemaker,4.0,Low,1.0,Cat_3,B
4179,Male,No,29,Yes,Entertainment,,Low,1.0,Cat_6,D
6774,Male,Yes,50,,Entertainment,,Average,5.0,Cat_4,B
4502,Female,Yes,63,Yes,Artist,7.0,Average,3.0,Cat_6,C
4881,Male,Yes,30,Yes,Healthcare,8.0,Low,2.0,Cat_6,C
126,Female,Yes,30,No,Engineer,1.0,Average,7.0,Cat_4,A
914,Male,Yes,61,No,Artist,1.0,Average,2.0,Cat_6,C
8220,Female,Yes,73,No,Lawyer,1.0,Low,2.0,Cat_6,B
8381,Female,No,39,No,Engineer,0.0,Low,3.0,Cat_4,A
4254,Male,Yes,25,Yes,Artist,9.0,Low,4.0,Cat_6,D
7257,Male,Yes,62,No,Executive,0.0,High,2.0,Cat_4,B
1659,Male,Yes,38,Yes,Artist,0.0,Low,2.0,Cat_6,C
4530,Male,No,18,No,Healthcare,2.0,Low,4.0,Cat_6,D
2143,Female,No,28,No,Healthcare,0.0,Low,6.0,Cat_5,A
3833,Male,No,38,Yes,Entertainment,0.0,Low,2.0,Cat_4,D
69,Male,Yes,67,Yes,Artist,0.0,High,5.0,Cat_6,A
4908,Male,Yes,35,No,Executive,0.0,High,5.0,Cat_6,A
4322,Female,Yes,37,Yes,Entertainment,6.0,Average,3.0,Cat_4,A
4547,Male,No,18,No,Healthcare,6.0,Low,4.0,Cat_6,D
5258,Female,No,38,No,Homemaker,5.0,Low,1.0,Cat_2,B
5597,Female,Yes,46,Yes,Artist,1.0,Average,2.0,Cat_6,B
2200,Male,No,29,No,Healthcare,0.0,Low,4.0,Cat_6,C
4675,Male,No,52,No,Artist,5.0,Low,1.0,Cat_6,B
10272,Female,Yes,26,No,Doctor,1.0,Average,2.0,Cat_4,D
7482,Male,Yes,27,No,Entertainment,,Average,3.0,Cat_4,D
6913,Female,Yes,84,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
5450,Male,Yes,62,Yes,Entertainment,9.0,Low,1.0,Cat_6,C
534,Female,Yes,35,No,Entertainment,10.0,Low,2.0,Cat_3,A
1557,Female,No,18,No,Healthcare,0.0,Low,5.0,Cat_4,D
7802,Female,Yes,66,Yes,Engineer,0.0,Average,3.0,Cat_6,A
929,Female,No,40,Yes,Engineer,1.0,Low,5.0,Cat_6,C
2425,Male,,48,Yes,Executive,0.0,Low,2.0,Cat_1,B
5178,Female,No,32,Yes,Engineer,0.0,Low,2.0,Cat_6,D
5039,Male,Yes,36,Yes,Artist,8.0,High,2.0,Cat_6,A
1931,Male,No,25,No,Entertainment,2.0,Low,7.0,Cat_6,D
8411,Female,No,39,Yes,Entertainment,7.0,Low,1.0,Cat_6,A
9566,Male,Yes,68,No,Lawyer,0.0,Low,2.0,Cat_6,D
3065,Female,Yes,71,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
1685,Female,No,42,Yes,Artist,1.0,Low,1.0,Cat_3,B
1434,Male,Yes,70,Yes,Artist,1.0,Low,2.0,Cat_6,B
2475,Male,Yes,37,Yes,Executive,0.0,Average,5.0,Cat_6,B
2875,Female,Yes,52,No,Artist,0.0,Average,4.0,Cat_6,C
5482,Female,No,38,No,Homemaker,8.0,Low,,Cat_6,A
326,Male,No,32,Yes,Doctor,4.0,Low,5.0,Cat_6,D
4355,Male,Yes,38,No,Entertainment,0.0,Low,2.0,Cat_6,D
5656,Female,No,32,No,Homemaker,9.0,Low,1.0,Cat_6,D
5618,Female,Yes,30,Yes,Engineer,8.0,Average,5.0,Cat_4,D
3707,Male,Yes,66,No,Entertainment,0.0,Average,2.0,Cat_6,B
9225,Female,Yes,40,Yes,Artist,9.0,Average,5.0,Cat_6,B
9217,Female,No,26,No,Engineer,0.0,Low,1.0,Cat_2,A
10659,Male,Yes,37,Yes,Entertainment,4.0,Low,1.0,Cat_6,B
616,Male,No,30,Yes,Doctor,3.0,Low,2.0,Cat_6,D
1647,Male,Yes,43,No,Entertainment,11.0,Average,2.0,Cat_6,B
6817,Male,No,22,No,Healthcare,0.0,Low,,Cat_4,D
6770,Female,No,31,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
2221,Male,Yes,68,No,Executive,1.0,High,2.0,Cat_6,A
9175,Female,Yes,79,Yes,Lawyer,0.0,Low,1.0,Cat_6,C
8728,Male,Yes,45,Yes,Doctor,8.0,Average,3.0,Cat_4,B
10634,Female,Yes,41,Yes,Doctor,1.0,Average,2.0,Cat_6,D
8120,Male,Yes,74,Yes,Lawyer,1.0,High,2.0,Cat_6,B
1537,Female,No,25,No,Marketing,1.0,Low,4.0,Cat_6,B
9546,Female,Yes,82,No,Entertainment,0.0,High,2.0,Cat_6,B
7511,Male,Yes,48,Yes,Executive,0.0,High,3.0,Cat_2,C
1903,Male,Yes,49,No,Lawyer,0.0,Low,2.0,Cat_6,C
8223,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_6,D
4028,Female,Yes,53,Yes,Artist,3.0,Low,1.0,Cat_7,A
973,Male,Yes,41,No,Executive,0.0,High,3.0,Cat_6,C
3481,Female,Yes,55,Yes,Artist,10.0,Low,1.0,Cat_6,B
601,Male,Yes,57,No,Doctor,4.0,Low,3.0,Cat_4,B
4919,Male,Yes,46,No,Artist,0.0,Low,2.0,Cat_6,B
4708,Female,No,29,Yes,Healthcare,1.0,Low,4.0,Cat_6,D
5478,Female,No,20,No,Healthcare,5.0,Low,5.0,Cat_2,D
5910,Male,Yes,55,Yes,Artist,1.0,Average,5.0,Cat_6,C
383,Male,Yes,42,Yes,Artist,13.0,Low,2.0,Cat_6,A
4781,Female,Yes,50,Yes,Artist,0.0,High,3.0,,C
747,Male,Yes,43,No,Entertainment,,Average,3.0,Cat_6,B
8898,Male,Yes,63,No,Entertainment,0.0,Average,5.0,Cat_6,C
3036,Female,No,33,No,,,Low,1.0,Cat_7,C
7259,Male,Yes,38,Yes,Artist,1.0,Low,2.0,Cat_6,A
7583,Female,No,31,No,Engineer,1.0,Low,8.0,Cat_4,A
10430,Male,Yes,27,No,Doctor,0.0,Low,4.0,Cat_4,B
1092,Female,Yes,47,Yes,Artist,6.0,Low,2.0,Cat_6,B
3778,Female,Yes,50,Yes,Artist,0.0,High,2.0,Cat_3,C
7090,Male,Yes,35,No,Engineer,,Average,7.0,Cat_4,A
1524,Female,No,31,No,Engineer,0.0,Low,1.0,Cat_3,D
4398,Male,Yes,42,Yes,Executive,1.0,Low,2.0,Cat_6,D
3024,Female,No,21,No,Lawyer,9.0,Low,1.0,Cat_6,D
8766,Male,No,29,Yes,Artist,1.0,Low,6.0,Cat_6,A
1639,Male,Yes,43,Yes,Marketing,0.0,High,6.0,Cat_4,D
2257,Female,Yes,57,Yes,Artist,1.0,Average,3.0,,C
5941,Female,Yes,86,No,Artist,1.0,High,2.0,Cat_6,A
10511,Male,Yes,35,No,Entertainment,1.0,Low,,Cat_4,A
2148,Male,Yes,72,Yes,Artist,0.0,Low,3.0,Cat_4,C
1271,Female,Yes,51,Yes,Marketing,9.0,Average,1.0,Cat_3,A
5766,Female,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_4,D
508,Female,Yes,81,No,Engineer,0.0,High,2.0,Cat_6,B
5248,Female,No,29,Yes,Healthcare,2.0,Low,4.0,Cat_4,B
5019,Male,Yes,60,Yes,Artist,0.0,Average,4.0,Cat_3,A
832,Female,Yes,45,Yes,Engineer,1.0,High,3.0,Cat_6,B
9624,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_7,A
6431,Male,Yes,45,Yes,Artist,0.0,Average,3.0,Cat_6,C
8210,Male,Yes,30,No,Artist,,Average,3.0,Cat_6,C
3236,Female,No,33,Yes,Engineer,1.0,Low,5.0,Cat_6,D
9057,Female,Yes,32,Yes,Artist,0.0,Average,2.0,Cat_4,C
6604,Male,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6,D
552,Male,Yes,69,Yes,Artist,0.0,High,2.0,Cat_6,C
84,Male,Yes,42,No,Entertainment,0.0,Average,4.0,Cat_4,A
10188,Female,No,42,Yes,Doctor,0.0,Low,,Cat_6,B
8259,Male,No,28,No,Doctor,8.0,Low,3.0,Cat_6,A
4742,Male,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_6,C
6119,Female,No,37,Yes,Entertainment,1.0,Low,2.0,Cat_7,C
8165,Male,No,27,No,Healthcare,0.0,Low,4.0,Cat_6,D
9379,Female,Yes,49,No,Engineer,,Average,5.0,Cat_4,A
8271,Male,Yes,66,Yes,Artist,0.0,Low,4.0,Cat_2,C
7738,Female,No,36,Yes,Entertainment,7.0,Low,1.0,Cat_6,A
7679,Male,Yes,47,Yes,Artist,3.0,Average,2.0,Cat_6,B
8550,Female,No,32,No,Marketing,11.0,Low,6.0,Cat_6,D
9875,Male,Yes,38,Yes,Healthcare,1.0,High,4.0,Cat_3,D
8102,Female,No,63,No,Entertainment,0.0,Low,1.0,Cat_2,B
251,Male,No,31,Yes,Artist,5.0,Low,1.0,Cat_4,D
7694,Male,No,18,No,Entertainment,1.0,Low,4.0,Cat_6,D
2197,Male,Yes,46,Yes,Entertainment,5.0,Low,3.0,Cat_6,A
5456,Male,Yes,57,No,Executive,1.0,High,5.0,Cat_6,C
1230,Female,Yes,48,Yes,Artist,3.0,Low,1.0,Cat_6,A
7504,Female,No,26,No,Engineer,0.0,Low,1.0,Cat_6,A
1950,Female,Yes,63,Yes,Artist,4.0,Average,4.0,Cat_6,C
5861,Female,Yes,51,Yes,Artist,,Low,,Cat_3,C
7142,Male,Yes,20,No,Doctor,14.0,Low,2.0,Cat_6,B
4777,Male,Yes,43,Yes,Artist,5.0,Average,2.0,Cat_6,B
1059,Male,Yes,48,Yes,Homemaker,10.0,Low,3.0,Cat_6,C
4229,Male,Yes,27,Yes,Healthcare,2.0,High,3.0,Cat_3,D
1075,Female,No,67,Yes,Artist,0.0,Low,2.0,Cat_6,B
312,Female,Yes,50,Yes,Artist,8.0,Average,2.0,Cat_6,B
13,Male,Yes,35,Yes,Artist,1.0,Average,4.0,Cat_3,A
649,Male,No,25,Yes,Artist,,Low,1.0,Cat_6,A
9159,Female,Yes,75,No,Entertainment,2.0,High,2.0,Cat_2,D
4876,Male,No,29,No,Doctor,1.0,Low,5.0,Cat_4,D
56,Female,Yes,46,Yes,Artist,0.0,Low,2.0,Cat_6,C
4901,Male,Yes,49,No,Doctor,1.0,Low,2.0,Cat_4,D
98,Male,Yes,53,Yes,Executive,0.0,Low,2.0,Cat_2,C
2373,Female,Yes,46,No,Artist,8.0,Low,1.0,Cat_6,B
10111,Female,No,33,No,Homemaker,9.0,Low,1.0,Cat_6,D
6024,Female,Yes,40,Yes,Artist,8.0,High,5.0,Cat_6,A
489,Male,No,33,No,Healthcare,3.0,Low,5.0,Cat_2,B
7391,Female,Yes,51,Yes,Doctor,0.0,Average,3.0,Cat_6,B
10612,Male,Yes,57,Yes,Artist,0.0,Average,4.0,Cat_6,B
5686,Female,Yes,76,Yes,Lawyer,0.0,Low,2.0,Cat_6,A
6370,Female,No,20,No,Healthcare,3.0,Low,4.0,Cat_4,D
1686,Male,No,18,No,Artist,,Low,4.0,Cat_4,D
6510,Male,Yes,36,Yes,Artist,0.0,Average,2.0,Cat_7,C
1536,Male,Yes,74,Yes,Lawyer,1.0,Low,1.0,Cat_6,D
3151,Male,Yes,42,No,Doctor,5.0,Average,5.0,Cat_6,B
1602,Female,No,23,No,Doctor,0.0,Low,4.0,Cat_6,C
556,Male,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,A
6650,Male,Yes,32,No,Entertainment,5.0,Low,2.0,Cat_4,A
3413,Female,Yes,77,Yes,Artist,0.0,High,2.0,Cat_6,B
2255,Male,Yes,45,Yes,Artist,0.0,Average,3.0,Cat_6,C
4697,Male,Yes,55,No,Lawyer,1.0,High,3.0,Cat_6,C
1532,Male,No,36,No,Executive,0.0,Low,3.0,Cat_6,D
10267,Female,No,49,No,Entertainment,1.0,Low,2.0,Cat_4,A
10611,Male,Yes,46,Yes,Marketing,1.0,Low,3.0,Cat_6,D
2651,Male,No,51,,Artist,6.0,Low,4.0,Cat_4,B
7925,Female,Yes,53,Yes,Artist,1.0,Low,2.0,Cat_6,C
6078,Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_6,C
9637,Female,Yes,38,Yes,Artist,1.0,Average,3.0,Cat_4,C
4459,Female,Yes,70,Yes,Lawyer,1.0,High,2.0,Cat_6,C
3039,Male,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_4,C
8234,Male,No,45,No,Artist,2.0,Low,1.0,Cat_6,B
2611,Female,No,46,Yes,Artist,1.0,Low,1.0,Cat_3,B
1865,Female,Yes,48,Yes,Artist,1.0,High,5.0,Cat_6,A
5007,Male,No,19,No,Healthcare,3.0,Low,5.0,Cat_2,A
4702,Female,Yes,42,Yes,Artist,9.0,Average,3.0,Cat_6,A
9212,Female,Yes,31,No,Engineer,9.0,Low,4.0,Cat_6,A
6703,Male,No,32,No,Artist,0.0,Low,4.0,Cat_6,D
8218,Female,No,23,No,Doctor,7.0,Low,4.0,Cat_2,C
8248,Male,Yes,41,No,Artist,0.0,Average,2.0,Cat_6,B
5724,Male,No,19,No,Healthcare,1.0,Low,5.0,Cat_6,D
9657,Male,No,26,Yes,Healthcare,,Low,3.0,Cat_1,D
1904,Female,Yes,67,No,Lawyer,,High,2.0,Cat_6,D
5366,Male,Yes,55,No,Homemaker,2.0,Low,1.0,Cat_3,A
10305,Female,No,22,No,Healthcare,8.0,Low,4.0,Cat_6,D
5,Female,No,26,No,Engineer,2.0,Low,7.0,Cat_6,D
9883,Female,Yes,60,Yes,Artist,0.0,High,2.0,Cat_3,C
3249,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D
8745,Male,Yes,41,No,Executive,1.0,High,4.0,Cat_6,B
6253,Male,Yes,38,Yes,Entertainment,0.0,Average,4.0,Cat_6,D
7407,Female,Yes,38,Yes,Doctor,1.0,Low,4.0,Cat_3,A
8773,Female,Yes,62,Yes,Artist,,Average,3.0,Cat_6,C
7710,Male,Yes,28,No,Executive,1.0,High,5.0,Cat_6,A
3283,Female,No,19,No,Marketing,8.0,Low,5.0,Cat_3,D
6969,Male,No,21,No,Doctor,6.0,Low,6.0,Cat_7,C
7783,Female,Yes,87,No,Lawyer,0.0,Low,1.0,Cat_4,A
4350,Male,No,41,Yes,,,Low,1.0,Cat_6,C
7418,Male,No,43,Yes,Marketing,0.0,Low,2.0,Cat_6,A
2767,Male,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_6,C
10092,Female,No,33,Yes,Marketing,0.0,Low,9.0,Cat_7,C
2391,Female,Yes,77,No,Lawyer,1.0,High,2.0,Cat_6,D
8686,Male,Yes,39,Yes,Entertainment,0.0,Low,1.0,Cat_6,D
20,Male,Yes,58,Yes,Lawyer,2.0,High,2.0,Cat_6,C
3097,Male,Yes,70,No,Lawyer,0.0,High,2.0,Cat_3,C
9107,Female,Yes,49,No,Engineer,1.0,Average,4.0,Cat_6,A
9511,Female,No,36,Yes,Artist,8.0,Low,2.0,Cat_3,B
4469,Male,Yes,61,No,Engineer,7.0,Average,5.0,Cat_4,D
9123,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_6,D
8170,Female,No,30,No,Doctor,0.0,Low,4.0,Cat_6,D
5014,Male,Yes,66,Yes,Lawyer,5.0,Low,2.0,Cat_6,C
4536,Male,Yes,73,No,Executive,,High,3.0,Cat_6,C
6545,Female,Yes,37,Yes,Artist,5.0,Average,3.0,Cat_6,B
1628,Female,No,45,Yes,Artist,1.0,Low,1.0,Cat_6,A
7215,Male,Yes,65,Yes,Artist,4.0,Low,,Cat_6,B
4033,Male,Yes,36,No,Entertainment,0.0,Average,4.0,Cat_4,A
3625,Female,Yes,61,Yes,Doctor,1.0,Low,7.0,Cat_7,A
4727,Female,Yes,43,No,Engineer,1.0,Low,3.0,Cat_7,A
2110,Female,Yes,35,Yes,Doctor,0.0,Average,3.0,Cat_3,A
4456,Female,Yes,65,Yes,Lawyer,0.0,Average,4.0,Cat_6,B
197,Female,No,36,Yes,Artist,11.0,Low,,Cat_6,A
4587,Male,,60,No,Executive,6.0,Average,2.0,Cat_4,A
7793,Female,No,52,Yes,Artist,9.0,Low,1.0,Cat_6,C
3867,Female,Yes,48,Yes,Engineer,7.0,Low,3.0,Cat_3,D
2895,Male,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,B
2733,Female,Yes,46,Yes,Artist,0.0,High,4.0,Cat_6,C
10013,Female,Yes,41,Yes,,1.0,Low,1.0,Cat_3,D
6797,Female,Yes,48,Yes,Artist,0.0,Low,3.0,Cat_2,C
1135,Female,No,33,Yes,Artist,3.0,Low,2.0,Cat_4,D
2656,Female,No,43,Yes,Artist,7.0,Low,9.0,Cat_6,B
2676,Male,No,46,Yes,Artist,0.0,Low,1.0,Cat_6,B
4066,Male,Yes,38,Yes,Entertainment,2.0,Average,3.0,Cat_3,B
1727,Male,Yes,70,Yes,Artist,1.0,Low,1.0,Cat_6,B
7117,Male,Yes,61,Yes,Executive,9.0,High,4.0,Cat_6,D
3925,Male,Yes,63,Yes,Artist,1.0,Average,3.0,Cat_4,C
2589,Female,Yes,38,No,Engineer,1.0,High,5.0,Cat_6,B
8406,Male,Yes,28,No,Engineer,6.0,Average,2.0,Cat_4,A
340,Female,Yes,48,No,Engineer,1.0,Average,4.0,Cat_4,B
8503,Male,No,20,,Healthcare,4.0,Low,5.0,Cat_2,D
5714,Male,Yes,35,Yes,Artist,0.0,Average,2.0,Cat_6,B
8275,Female,Yes,28,,,8.0,Average,4.0,Cat_3,C
3300,Female,No,25,Yes,Entertainment,5.0,Low,1.0,Cat_6,D
6275,Male,Yes,35,Yes,Entertainment,1.0,Average,2.0,Cat_3,D
6842,Male,No,39,No,Entertainment,0.0,Low,3.0,Cat_6,A
4552,Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_6,C
6082,Male,Yes,51,Yes,Entertainment,,High,4.0,Cat_6,D
10224,Male,No,19,No,Doctor,0.0,Low,5.0,Cat_2,A
2211,Female,Yes,66,No,Engineer,0.0,High,5.0,Cat_4,B
8176,Female,Yes,59,Yes,Engineer,0.0,Low,1.0,Cat_3,B
1484,Male,No,37,Yes,Entertainment,0.0,Low,1.0,Cat_6,B
912,Male,Yes,51,Yes,Entertainment,1.0,Average,5.0,Cat_6,B
5580,Female,Yes,36,Yes,Marketing,5.0,Low,1.0,Cat_6,D
5785,Male,No,21,No,Healthcare,1.0,Low,,Cat_6,D
6111,Male,Yes,47,No,Artist,1.0,Average,,Cat_6,D
3769,Male,Yes,56,No,Lawyer,0.0,High,3.0,Cat_3,A
965,Male,No,53,Yes,Artist,0.0,Low,1.0,Cat_6,A
5529,Female,Yes,70,Yes,Lawyer,0.0,Low,2.0,Cat_6,B
4480,Male,Yes,63,Yes,Artist,0.0,Average,4.0,Cat_6,B
5332,Female,Yes,68,,Lawyer,0.0,Low,1.0,Cat_6,A
5572,Female,Yes,83,No,Lawyer,,Low,2.0,Cat_6,A
5153,Male,Yes,30,No,Doctor,11.0,Average,2.0,Cat_3,A
2759,Male,Yes,80,Yes,Lawyer,,High,2.0,Cat_6,B
4058,Male,No,45,,Artist,0.0,Low,1.0,Cat_6,C
8999,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_3,D
5362,Male,Yes,33,Yes,Doctor,0.0,Average,2.0,Cat_6,B
980,Male,No,27,No,Healthcare,0.0,Low,5.0,Cat_4,D
1216,Male,Yes,61,No,Entertainment,1.0,Average,2.0,Cat_7,B
2050,Female,Yes,66,No,Engineer,0.0,Average,2.0,Cat_4,A
10171,Female,No,33,Yes,Engineer,,Low,2.0,Cat_4,D
5553,Male,Yes,41,Yes,Engineer,9.0,Average,2.0,Cat_2,A
5681,Male,Yes,58,No,Executive,0.0,High,4.0,Cat_3,B
6876,Female,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,A
10071,Male,Yes,77,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
10583,Male,No,19,No,Healthcare,4.0,Low,4.0,Cat_4,D
3676,Female,Yes,57,Yes,Artist,1.0,High,2.0,Cat_6,C
4073,Female,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_3,B
2795,Male,Yes,62,Yes,Artist,2.0,Average,4.0,Cat_6,B
10135,Female,No,29,No,Homemaker,11.0,Low,1.0,Cat_6,D
10426,Male,No,33,Yes,Healthcare,,Low,5.0,Cat_6,B
9619,Male,Yes,87,No,Lawyer,1.0,Low,1.0,Cat_4,C
355,Male,No,39,Yes,Artist,0.0,Low,3.0,Cat_6,B
3317,Male,Yes,50,No,Executive,,High,4.0,Cat_6,B
7706,Male,No,38,Yes,Artist,,Low,1.0,Cat_6,A
1108,Female,No,18,No,Entertainment,1.0,Low,5.0,Cat_2,C
8288,Male,Yes,39,Yes,Artist,1.0,Average,2.0,Cat_6,C
4009,Female,Yes,71,No,,1.0,Low,1.0,Cat_6,A
4068,Male,No,40,Yes,Entertainment,1.0,Low,3.0,Cat_1,D
3079,Male,Yes,40,Yes,Marketing,,Average,2.0,Cat_2,A
796,Male,No,30,No,Doctor,1.0,Low,1.0,Cat_3,C
1643,Female,No,27,No,Homemaker,8.0,Low,1.0,Cat_3,D
8094,Female,No,42,No,Marketing,5.0,Low,2.0,Cat_6,D
1900,Male,No,29,Yes,Artist,,Low,1.0,Cat_4,D
7970,Male,No,45,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
1134,Female,No,40,No,Artist,0.0,Low,1.0,Cat_5,A
6283,Female,Yes,43,Yes,Doctor,0.0,Low,1.0,Cat_6,A
8457,Male,Yes,55,Yes,Artist,4.0,Average,2.0,Cat_6,A
8819,Male,No,25,Yes,Doctor,1.0,Low,2.0,Cat_6,D
4462,Female,Yes,46,Yes,Artist,,High,,Cat_6,C
6311,Female,No,25,No,Engineer,1.0,Low,,Cat_7,D
7089,Male,Yes,48,Yes,Executive,1.0,High,3.0,Cat_6,A
714,Female,Yes,27,Yes,Executive,9.0,High,2.0,Cat_6,B
2550,Male,No,20,No,Doctor,0.0,Low,6.0,Cat_4,B
4182,Female,No,40,,Marketing,6.0,Low,1.0,Cat_4,A
7588,Male,No,26,No,Marketing,0.0,Low,5.0,Cat_6,D
8064,Male,No,26,Yes,Entertainment,0.0,Low,1.0,Cat_6,D
6845,Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_3,A
3048,Female,Yes,62,,Artist,1.0,Average,3.0,Cat_3,C
2713,Male,Yes,42,Yes,Doctor,8.0,Average,2.0,Cat_2,B
8351,Female,Yes,56,Yes,Executive,,High,4.0,Cat_1,A
2332,Male,Yes,55,Yes,Homemaker,0.0,Low,4.0,Cat_6,B
10354,Female,Yes,26,No,Marketing,7.0,High,3.0,Cat_4,A
2663,Female,No,26,No,Healthcare,3.0,Low,,Cat_6,D
3346,Female,Yes,87,Yes,Lawyer,,High,2.0,Cat_6,A
1780,Female,No,23,No,Engineer,1.0,Low,,Cat_6,D
10148,Male,No,27,No,Entertainment,0.0,Low,3.0,Cat_3,A
5259,Male,No,32,No,Entertainment,0.0,Low,6.0,Cat_3,D
8806,Male,Yes,36,Yes,Artist,0.0,High,3.0,Cat_6,D
643,Male,Yes,55,No,Executive,1.0,High,4.0,Cat_3,B
1704,Female,No,37,Yes,Artist,1.0,Low,2.0,Cat_6,C
8193,Female,Yes,51,Yes,Artist,0.0,Average,2.0,Cat_2,C
5790,Male,No,33,No,Marketing,11.0,Low,9.0,Cat_6,D
6644,Female,Yes,87,Yes,Lawyer,0.0,Low,2.0,Cat_6,B
8912,Male,No,30,No,Healthcare,0.0,Low,5.0,Cat_4,D
10274,Female,No,46,Yes,Artist,2.0,Low,1.0,Cat_7,B
5931,Female,Yes,37,Yes,,0.0,Low,3.0,Cat_3,A
10520,Female,No,38,No,Engineer,,Low,1.0,Cat_4,A
6748,Male,Yes,65,Yes,Entertainment,0.0,High,2.0,Cat_6,A
4053,Male,Yes,46,Yes,Artist,4.0,Average,2.0,Cat_6,B
4997,Male,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,D
3705,Male,No,31,No,Healthcare,,Low,3.0,Cat_4,A
9375,Male,Yes,55,No,Entertainment,1.0,Low,3.0,Cat_4,A
9023,Male,No,22,No,Marketing,3.0,Low,6.0,Cat_3,D
4057,Male,No,65,Yes,Executive,9.0,Low,3.0,Cat_6,D
10236,Female,Yes,39,Yes,Engineer,1.0,Low,1.0,Cat_3,A
3850,Male,No,30,No,Marketing,1.0,Low,6.0,Cat_4,B
903,Male,Yes,26,Yes,Executive,0.0,Low,3.0,Cat_6,D
732,Female,No,30,Yes,Homemaker,6.0,Low,1.0,Cat_6,D
8691,Male,Yes,73,,Executive,0.0,High,2.0,Cat_6,A
9386,Male,No,28,No,Doctor,10.0,Low,3.0,Cat_6,C
2266,Female,Yes,42,No,Artist,1.0,High,4.0,Cat_6,B
2843,Female,No,47,Yes,Artist,0.0,Low,1.0,Cat_1,C
410,Female,No,19,No,Healthcare,1.0,Low,2.0,Cat_4,D
7726,Female,Yes,36,Yes,Entertainment,0.0,Average,3.0,Cat_6,B
5776,Male,No,19,No,Healthcare,,Low,6.0,Cat_6,D
7796,Female,No,33,No,Healthcare,,Low,3.0,Cat_4,B
5212,Male,Yes,41,Yes,Artist,8.0,Low,2.0,Cat_6,B
5593,Male,Yes,46,Yes,Artist,0.0,Low,1.0,Cat_6,B
8584,Male,Yes,53,Yes,Engineer,4.0,Low,3.0,Cat_3,B
1556,Male,Yes,47,Yes,Doctor,0.0,Average,4.0,Cat_6,A
1932,Male,No,29,Yes,Healthcare,3.0,Low,3.0,Cat_4,D
3554,Male,No,25,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
3049,Female,Yes,87,Yes,Lawyer,1.0,High,2.0,Cat_6,A
3230,Male,Yes,37,Yes,Healthcare,0.0,Low,7.0,Cat_4,D
6171,Male,No,32,No,Doctor,,Low,6.0,Cat_4,D
8014,Male,No,32,No,Healthcare,7.0,Low,5.0,Cat_3,D
